customer_id,age,gender,location,monthly_income,monthly_emi_outflow,current_outstanding,credit_utilization_ratio,num_open_loans,repayment_history_score,dpd_last_3_months,num_hard_inquiries_last_6m,recent_credit_card_usage,recent_loan_disbursed_amount,total_credit_limit,months_since_last_default,target_credit_score_movement
CUST00269,18,F,Semi-Urban,97087,65031,295524,3.04,4,47,42,4,67843,39901,283349,18,decrease
CUST00270,49,M,Semi-Urban,133576,62987,342829,2.57,1,62,44,4,52756,377501,653340,33,decrease
CUST00271,21,F,Semi-Urban,41691,1125,198137,4.75,3,26,4,0,55426,239968,298963,24,stable
CUST00272,37,M,Semi-Urban,163289,130429,519165,3.18,5,98,60,3,97756,442632,937091,5,decrease
CUST00273,39,M,Metropolitan,276691,81835,1170808,4.23,3,65,46,3,26475,412104,578020,23,decrease
CUST00274,53,M,Urban,187109,9346,787019,4.21,4,29,25,4,85751,91353,231373,32,decrease
CUST00275,40,M,Urban,331186,18099,371233,1.12,1,50,46,1,70969,33866,115400,22,stable
CUST00276,42,M,Metropolitan,152488,72516,186987,1.23,3,93,14,2,74658,471328,199139,15,stable
CUST00277,51,F,Semi-Urban,140161,37346,205735,1.47,4,46,38,5,38547,28795,196368,7,decrease
CUST00278,40,F,Semi-Urban,229823,87960,849710,3.7,6,14,20,2,9528,487028,453316,13,stable
CUST00279,50,F,Rural,160024,53798,98696,0.62,3,76,14,1,50290,388832,883093,26,stable
CUST00280,37,M,Rural,63810,17761,146295,2.29,6,37,13,3,86516,74567,811469,34,stable
CUST00281,33,M,Rural,17109,5626,8787,0.51,1,24,39,5,69785,244325,44518,21,stable
CUST00282,36,F,Semi-Urban,23282,9641,21778,0.94,1,27,19,4,48454,28365,475982,8,decrease
CUST00283,39,F,Metropolitan,329286,56307,1184141,3.6,6,52,60,3,31655,43472,845869,8,decrease
CUST00284,52,M,Urban,87175,64307,308877,3.54,3,52,34,0,98234,92493,135149,3,stable
CUST00285,21,F,Semi-Urban,189211,128775,276993,1.46,1,85,40,4,74813,97136,585919,29,decrease
CUST00286,32,M,Metropolitan,200378,66314,327231,1.63,6,49,20,4,50500,472367,330787,36,decrease
CUST00287,22,M,Urban,288432,72692,460796,1.6,1,60,8,3,91170,271312,322023,31,stable
CUST00288,18,M,Semi-Urban,228460,32174,755111,3.31,4,53,11,5,64046,311822,511608,18,stable
CUST00289,43,M,Semi-Urban,135795,88668,669927,4.93,5,50,37,3,61944,340146,563091,6,decrease
CUST00290,48,M,Metropolitan,439475,230147,1556396,3.54,3,85,43,1,17569,273334,859256,0,stable
CUST00291,25,F,Semi-Urban,50070,20389,40197,0.8,6,24,17,0,6716,348939,301077,25,stable
CUST00292,47,M,Metropolitan,55583,19835,160105,2.88,1,56,28,4,68336,357218,236727,13,decrease
CUST00293,55,M,Metropolitan,360519,187116,718675,1.99,1,12,60,5,43056,410925,785024,7,decrease
CUST00294,62,F,Urban,235683,96038,265972,1.13,1,63,41,2,65333,485757,192024,23,stable
CUST00295,56,F,Urban,80448,4648,392720,4.88,5,50,58,0,22054,70028,556495,10,stable
CUST00296,36,F,Semi-Urban,160458,83276,314925,1.96,5,0,39,3,8210,44363,776535,7,decrease
CUST00297,29,F,Semi-Urban,211196,153504,257324,1.22,2,91,57,4,37383,375960,744042,22,decrease
CUST00298,50,M,Metropolitan,181892,66262,134832,0.74,4,81,17,1,38211,213981,275888,35,stable
CUST00299,32,M,Rural,39542,10651,99239,2.51,4,96,11,1,24306,150158,417592,1,increase
CUST00300,43,M,Rural,91120,51649,427826,4.7,3,76,9,5,78033,332338,873349,8,stable
CUST00301,59,F,Metropolitan,192691,148226,412755,2.14,6,26,52,1,99932,161445,698514,15,stable
CUST00302,44,M,Rural,27785,13392,94475,3.4,3,64,54,4,67534,162777,965748,20,decrease
CUST00303,45,M,Rural,55583,38392,7461,0.13,4,20,53,2,36268,483702,241496,29,stable
CUST00304,51,M,Semi-Urban,108127,17858,316456,2.93,3,47,31,1,66677,83555,662667,32,stable
CUST00305,44,M,Metropolitan,191806,101665,481719,2.51,4,36,6,3,39332,353847,817744,0,stable
CUST00306,34,F,Rural,122961,40379,17297,0.14,4,34,42,2,94333,178570,793152,4,stable
CUST00307,27,M,Urban,218559,91575,1043659,4.78,6,64,30,3,5744,214892,445633,4,decrease
CUST00308,47,M,Semi-Urban,50359,19799,98746,1.96,3,74,44,3,7597,309237,440442,26,decrease
CUST00309,26,M,Metropolitan,487890,383100,2212750,4.54,5,29,41,4,2169,215164,163124,36,decrease
CUST00310,54,M,Urban,164245,18800,287516,1.75,5,58,46,5,71155,231312,69500,31,decrease
CUST00311,41,M,Urban,120659,27716,396452,3.29,1,48,12,1,8556,261973,358980,22,stable
CUST00312,20,M,Semi-Urban,120169,9569,247199,2.06,5,50,57,0,340,175021,616590,20,stable
CUST00313,25,F,Rural,136430,75250,624219,4.58,5,98,12,1,26762,144355,729282,16,stable
CUST00314,49,F,Rural,25219,2151,74965,2.97,1,23,57,2,77988,451558,517732,7,stable
CUST00315,42,M,Rural,85388,35428,239779,2.81,6,18,26,4,24842,288565,798140,11,decrease
CUST00316,38,M,Semi-Urban,52789,26086,7684,0.15,1,55,19,0,66093,160761,845083,5,stable
CUST00317,31,F,Rural,71418,37529,130351,1.83,4,51,31,5,72702,340662,378377,35,decrease
CUST00318,58,F,Metropolitan,467170,341207,1230746,2.63,3,63,56,2,36593,36304,433602,13,stable
CUST00319,47,M,Metropolitan,429299,18354,1231619,2.87,5,34,47,0,82035,498604,804448,16,stable
CUST00320,53,M,Metropolitan,117239,80018,564798,4.82,6,66,58,4,25518,24045,191948,30,decrease
CUST00321,33,M,Semi-Urban,107441,27103,249877,2.33,5,85,42,2,19337,153385,954447,20,increase
CUST00322,30,M,Rural,153683,104641,667304,4.34,3,55,29,0,56622,289954,87842,7,stable
CUST00323,40,M,Rural,173048,126439,798022,4.61,6,6,2,0,68899,163864,412980,0,stable
CUST00324,35,M,Metropolitan,135356,86156,42727,0.32,5,59,8,0,20131,356898,348113,22,stable
CUST00325,29,M,Metropolitan,36281,21421,48511,1.34,4,29,30,5,66634,281954,259415,2,decrease
CUST00326,28,F,Rural,37955,28620,10207,0.27,2,44,60,2,74085,22031,473937,16,stable
CUST00327,48,F,Rural,94833,56699,237199,2.5,6,59,1,1,46092,456887,544638,30,stable
CUST00328,48,M,Rural,73487,17622,123853,1.69,6,54,26,5,23782,290598,864336,16,decrease
CUST00329,55,M,Rural,158245,33204,122258,0.77,5,18,56,0,30750,469328,288710,22,stable
CUST00330,46,F,Rural,43333,15369,89571,2.07,6,51,19,1,80909,162993,377003,23,stable
CUST00331,32,F,Semi-Urban,54101,18691,230604,4.26,3,86,7,1,74763,487030,769710,13,stable
CUST00332,54,F,Metropolitan,183785,46154,269160,1.46,4,48,14,0,54238,320752,623369,28,stable
CUST00333,46,F,Metropolitan,328105,199775,962261,2.93,6,80,22,1,79623,153512,176277,4,stable
CUST00334,46,M,Semi-Urban,180699,106122,234104,1.3,1,18,8,2,5793,496043,146643,35,stable
CUST00335,32,F,Rural,118550,90930,91218,0.77,1,69,47,3,32441,238038,704489,28,stable
CUST00336,52,M,Urban,102122,44760,285622,2.8,2,46,22,4,12180,98538,549660,36,decrease
CUST00337,52,F,Urban,231035,98826,382736,1.66,4,46,24,5,71368,78356,288355,18,decrease
CUST00338,38,M,Urban,338996,153077,1103151,3.25,4,40,34,1,5355,316264,477835,6,stable
CUST00339,60,F,Urban,12257,8588,46179,3.77,2,15,8,0,52389,488906,128581,21,stable
CUST00340,53,F,Metropolitan,435963,338540,501590,1.15,5,33,8,3,47377,154626,858923,5,stable
CUST00341,41,F,Metropolitan,294067,47591,316480,1.08,4,20,59,2,80098,466232,298816,9,stable
CUST00342,24,F,Rural,198069,28172,806564,4.07,6,23,1,5,8016,432995,506013,9,stable
CUST00343,49,F,Rural,29472,8578,54131,1.84,5,42,24,3,1401,478395,811625,0,decrease
CUST00344,39,M,Urban,374662,281755,699151,1.87,1,91,57,3,3866,163317,447940,29,decrease
CUST00345,58,M,Semi-Urban,132577,30116,292575,2.21,5,24,32,1,51955,61240,685453,11,stable
CUST00346,36,M,Metropolitan,441703,186740,1498339,3.39,3,72,31,2,88839,289750,451048,7,stable
CUST00347,36,M,Rural,198594,90306,749468,3.77,1,28,33,1,31131,52428,568158,22,stable
CUST00348,43,F,Semi-Urban,246083,112217,142980,0.58,4,49,10,3,49429,344296,642336,25,stable
CUST00349,21,M,Rural,82240,32793,113688,1.38,2,44,18,2,55751,388455,744275,30,stable
CUST00350,45,M,Semi-Urban,82218,65344,32430,0.39,4,87,53,3,18990,352414,876792,25,stable
CUST00351,19,M,Rural,10939,2295,34464,3.15,2,37,26,1,47118,84703,505164,20,stable
CUST00352,19,M,Rural,49605,19029,219581,4.43,2,77,9,5,67468,437470,863725,2,stable
CUST00353,50,F,Metropolitan,315549,197724,863659,2.74,5,32,16,2,92492,47153,118042,30,stable
CUST00354,42,F,Rural,33328,14607,12867,0.39,3,47,55,2,15449,338365,885512,11,stable
CUST00355,28,M,Semi-Urban,180388,63761,236562,1.31,6,81,25,5,58627,197227,502402,28,decrease
CUST00356,54,M,Metropolitan,311208,225898,800554,2.57,5,79,1,1,70902,401927,226204,7,stable
CUST00357,49,F,Urban,308335,10211,1159662,3.76,6,64,42,0,45242,364115,628071,21,stable
CUST00358,43,M,Rural,163763,77960,22601,0.14,4,100,27,3,36777,281854,380858,20,stable
CUST00359,44,F,Metropolitan,426817,63227,660327,1.55,2,54,7,2,27413,485988,877482,28,stable
CUST00360,22,M,Urban,355740,68323,1334536,3.75,6,26,33,2,67712,478879,117096,28,stable
CUST00361,26,F,Urban,95744,28482,9171,0.1,4,93,34,2,3696,126310,947562,25,increase
CUST00362,34,F,Metropolitan,407208,315665,1094316,2.69,4,92,19,4,66641,63811,455376,0,decrease
CUST00363,40,F,Rural,117492,30099,423177,3.6,3,74,40,0,34681,91328,752800,21,stable
CUST00364,54,M,Metropolitan,472719,34540,1206184,2.55,5,67,4,2,2871,46002,59812,34,stable
CUST00365,29,M,Semi-Urban,215129,108946,99003,0.46,2,39,4,4,70093,395395,709158,19,stable
CUST00366,29,M,Rural,52857,35948,257927,4.88,1,18,47,5,60315,241133,496904,26,decrease
CUST00367,18,M,Rural,68353,16654,178048,2.6,3,23,26,4,15523,62433,974572,23,decrease
CUST00368,38,F,Rural,89995,61250,147745,1.64,1,48,22,4,7415,481907,780326,4,decrease
CUST00369,45,M,Rural,42044,32252,3832,0.09,4,53,5,4,61240,239241,528823,6,stable
CUST00370,53,F,Rural,90076,53459,300546,3.34,3,85,46,3,77787,111435,750389,35,decrease
CUST00371,25,M,Metropolitan,168484,93526,51001,0.3,2,29,36,0,25711,30106,861890,13,stable
CUST00372,50,M,Rural,131479,27127,136213,1.04,5,53,20,0,57615,372282,710406,30,stable
CUST00373,61,M,Urban,188207,102842,490238,2.6,6,8,16,2,69087,274441,774629,16,stable
CUST00374,24,M,Metropolitan,495815,219571,1389678,2.8,1,20,36,5,2800,259904,445928,35,decrease
CUST00375,34,F,Semi-Urban,18728,13182,20583,1.1,3,69,0,1,32934,33276,519565,16,stable
CUST00376,53,M,Urban,285194,66216,346184,1.21,5,69,5,3,42291,428276,404754,16,stable
CUST00377,26,M,Rural,154359,174,92268,0.6,1,80,2,1,44814,347235,322863,31,stable
CUST00378,24,M,Metropolitan,348713,201554,558963,1.6,3,77,57,0,50445,70305,702924,3,stable
CUST00379,41,M,Semi-Urban,167034,70533,187256,1.12,1,48,39,2,18624,301338,382047,5,stable
CUST00380,57,M,Semi-Urban,121903,67391,237501,1.95,3,18,11,2,32298,263625,852840,19,stable
CUST00381,45,M,Rural,152907,27798,615937,4.03,6,56,36,5,11889,286479,938758,18,decrease
CUST00382,38,M,Metropolitan,330891,106464,131184,0.4,4,52,10,4,97562,147595,863392,5,stable
CUST00383,50,M,Semi-Urban,149880,104347,154692,1.03,6,58,32,5,81938,217813,786388,1,decrease
CUST00384,47,M,Semi-Urban,92526,7846,46220,0.5,4,53,6,5,88278,483455,900677,28,stable
CUST00385,40,M,Metropolitan,104116,55633,473918,4.55,2,56,7,1,54845,104092,239577,16,stable
CUST00386,21,F,Urban,247113,95556,1205565,4.88,1,68,17,1,14256,380634,753088,11,stable
CUST00387,24,F,Semi-Urban,244538,59778,1094409,4.48,2,88,34,1,71291,196375,86361,21,increase
CUST00388,43,F,Semi-Urban,105718,60710,30949,0.29,4,90,40,5,64619,61842,498019,34,stable
CUST00389,21,M,Urban,302253,130356,768917,2.54,3,5,14,2,3849,12360,383216,31,stable
CUST00390,20,M,Rural,181872,54330,51707,0.28,2,28,3,0,2642,304281,483048,9,stable
CUST00391,32,F,Semi-Urban,56442,37525,254511,4.51,5,21,35,1,84381,249880,851708,27,stable
CUST00392,20,M,Urban,70272,37164,173123,2.46,1,8,35,2,1920,106121,480435,8,stable
CUST00393,52,F,Metropolitan,432567,293125,1908911,4.41,6,16,9,1,84021,78513,423090,20,stable
CUST00394,44,M,Urban,272043,191758,133498,0.49,1,26,25,2,29943,197467,54816,19,stable
CUST00395,59,F,Metropolitan,236552,43764,123030,0.52,4,46,32,0,21869,233540,15039,33,stable
CUST00396,31,M,Metropolitan,350932,53053,1230137,3.51,1,74,15,1,34397,320815,126214,9,stable
CUST00397,38,F,Metropolitan,172221,136355,400826,2.33,5,45,2,1,869,359232,797446,26,stable
CUST00398,22,M,Rural,169530,82409,23248,0.14,1,5,42,0,82214,234864,882379,27,stable
CUST00399,50,F,Semi-Urban,99829,18257,143927,1.44,3,84,1,4,20025,397674,73610,35,increase
CUST00400,62,F,Urban,15668,9550,47195,3.01,2,97,21,2,7352,210124,98835,21,stable
CUST00401,21,M,Rural,106948,54122,466755,4.36,4,78,0,2,13261,76709,630273,0,stable
CUST00402,52,F,Rural,36781,13652,5103,0.14,5,4,48,1,18452,311537,434390,2,stable
CUST00403,64,M,Urban,319550,63059,344866,1.08,4,68,0,3,2187,339387,831530,22,stable
CUST00404,42,M,Semi-Urban,65620,32828,126270,1.92,2,51,23,0,95980,242998,930095,31,stable
CUST00405,22,M,Semi-Urban,99683,62061,235497,2.36,1,57,38,0,23408,124116,665496,5,stable
CUST00406,64,F,Urban,356658,56358,66197,0.19,1,4,41,0,90063,278466,909485,21,stable
CUST00407,28,M,Urban,384044,263844,232076,0.6,6,22,44,0,36455,246356,657652,5,stable
CUST00408,32,M,Rural,149989,70293,471797,3.15,1,29,16,5,30954,489887,313602,13,decrease
CUST00409,29,F,Urban,316083,29345,779976,2.47,2,27,10,5,69166,178933,107406,18,stable
CUST00410,34,M,Urban,13453,4507,54935,4.08,3,8,46,0,84925,36320,583458,2,stable
CUST00411,30,F,Metropolitan,249473,8640,231324,0.93,2,97,50,4,56053,395136,316081,28,decrease
CUST00412,33,M,Metropolitan,419015,202160,422132,1.01,5,28,38,1,71696,323654,130076,4,stable
CUST00413,43,M,Semi-Urban,200816,15810,922630,4.59,2,48,38,4,192,247536,46413,16,decrease
CUST00414,57,M,Rural,70048,50940,163202,2.33,5,31,25,3,9359,391192,505413,27,decrease
CUST00415,28,M,Urban,61831,33272,108117,1.75,1,50,53,0,95430,717,283820,18,stable
CUST00416,39,M,Metropolitan,133696,94636,4994,0.04,3,52,45,5,34872,304359,557473,1,stable
CUST00417,49,F,Semi-Urban,241095,133653,1100293,4.56,4,56,39,3,25307,227443,545352,17,decrease
CUST00418,19,F,Semi-Urban,14476,2604,2382,0.16,4,63,28,2,91881,420162,613986,2,stable
CUST00419,34,F,Metropolitan,430551,45095,1521722,3.53,6,3,58,3,87923,133962,402670,31,decrease
CUST00420,46,F,Urban,337069,68842,1344385,3.99,6,48,8,3,670,220283,683249,14,stable
CUST00421,44,M,Urban,364211,152711,1244360,3.42,2,57,36,4,59197,101158,986351,16,decrease
CUST00422,54,M,Urban,73972,54482,282140,3.81,3,70,27,0,35710,123099,568981,28,stable
CUST00423,36,M,Urban,234655,17374,247572,1.06,2,35,41,4,87796,288213,914765,11,decrease
CUST00424,61,M,Urban,242892,118028,454151,1.87,3,56,39,4,33722,272769,208237,29,decrease
CUST00425,26,M,Rural,177681,110986,756942,4.26,1,89,1,1,72075,49522,240233,22,stable
CUST00426,38,M,Metropolitan,22485,13680,16767,0.75,6,37,56,2,51877,274370,627693,0,stable
CUST00427,44,M,Rural,183860,37019,261497,1.42,6,12,26,3,27526,466709,662873,14,decrease
CUST00428,29,F,Rural,48395,24031,206614,4.27,6,87,19,1,20324,153939,796635,32,stable
CUST00429,48,M,Metropolitan,306207,90880,528036,1.72,6,69,60,4,25183,474786,474462,4,decrease
CUST00430,26,F,Metropolitan,143216,2103,590189,4.12,3,28,6,4,28901,382865,631825,7,stable
CUST00431,30,M,Urban,191429,35503,486675,2.54,4,42,60,2,14908,485833,453842,26,stable
CUST00432,49,M,Rural,33302,22780,63344,1.9,3,74,58,4,70130,25525,89818,29,decrease
CUST00433,49,M,Rural,169005,43469,426903,2.53,2,48,31,3,65206,358606,701967,34,decrease
CUST00434,22,M,Urban,96724,76312,337468,3.49,5,18,42,1,33340,301994,984488,19,stable
CUST00435,33,F,Rural,16094,6039,33418,2.08,6,97,54,3,68798,378170,211604,20,decrease
CUST00436,31,M,Urban,40257,14211,95989,2.38,1,41,19,5,79768,418829,548314,31,decrease
CUST00437,30,F,Urban,303052,183185,543898,1.79,6,81,55,2,91051,495236,832614,24,stable
CUST00438,58,M,Semi-Urban,168949,84425,917,0.01,3,64,6,3,39104,149134,289143,11,stable
CUST00439,41,M,Urban,71169,23470,129744,1.82,5,45,13,1,44435,397745,224127,32,stable
CUST00440,35,M,Metropolitan,101795,34087,328821,3.23,4,93,37,2,3255,188505,146285,12,stable
CUST00441,32,M,Urban,126545,25380,222128,1.76,6,65,35,5,24519,256875,818871,21,decrease
CUST00442,39,M,Urban,33559,12583,89049,2.65,6,80,19,3,39350,439439,35517,6,decrease
CUST00443,36,M,Metropolitan,366276,105686,1661015,4.53,1,34,50,3,42788,115945,223456,30,decrease
CUST00444,27,F,Urban,150148,69341,31085,0.21,4,52,54,3,78768,35903,213561,29,stable
CUST00445,49,M,Metropolitan,102954,34314,441441,4.29,2,70,43,1,25338,485651,210753,23,stable
CUST00446,27,M,Semi-Urban,236255,45619,412755,1.75,3,36,56,3,75831,231318,858231,10,decrease
CUST00447,25,M,Semi-Urban,185244,99165,55863,0.3,4,9,38,3,15408,253347,723340,12,stable
CUST00448,52,F,Metropolitan,150203,116836,192003,1.28,2,63,37,5,44673,389150,754822,10,decrease
CUST00449,45,F,Semi-Urban,142445,10335,569829,4.0,2,39,45,2,85103,210747,187597,22,stable
CUST00450,37,M,Metropolitan,427736,287710,859625,2.01,1,54,41,4,41185,246536,234021,12,decrease
CUST00451,39,M,Rural,38455,16913,159090,4.14,4,39,16,1,9486,169934,787022,12,stable
CUST00452,34,M,Semi-Urban,109407,86055,421594,3.85,5,81,12,0,65982,36683,124091,18,stable
CUST00453,24,M,Semi-Urban,39480,226,151599,3.84,2,15,54,3,32954,243935,119373,12,decrease
CUST00454,31,M,Rural,71788,5509,144972,2.02,1,59,25,5,1630,282933,398227,7,decrease
CUST00455,45,F,Metropolitan,124388,67231,511162,4.11,6,62,37,3,81972,337629,64722,27,decrease
CUST00456,20,M,Semi-Urban,169004,6901,117473,0.7,6,95,60,5,72391,215286,935767,5,increase
CUST00457,31,F,Semi-Urban,230751,11874,872834,3.78,3,75,48,2,49500,120062,22100,24,stable
CUST00458,55,F,Rural,97446,29437,234196,2.4,2,83,38,5,53772,278060,283022,19,decrease
CUST00459,33,M,Metropolitan,15336,10165,45536,2.97,1,14,12,0,16279,199737,113751,26,stable
CUST00460,40,M,Semi-Urban,85485,66670,221094,2.59,5,27,24,4,52495,82806,889617,17,decrease
CUST00461,37,F,Metropolitan,460725,197478,1738460,3.77,6,93,17,4,95402,292820,860525,20,decrease
CUST00462,36,M,Urban,365239,243154,1645171,4.5,1,51,9,3,78388,309718,446607,29,stable
CUST00463,50,F,Semi-Urban,75384,31027,166536,2.21,6,0,43,2,46922,275553,734687,8,stable
CUST00464,46,M,Rural,199699,19692,89037,0.45,1,56,7,2,15549,292107,494672,10,stable
CUST00465,58,F,Urban,123502,22800,378336,3.06,2,92,20,4,57767,290198,478535,5,decrease
CUST00466,36,F,Rural,18233,12901,90020,4.94,5,63,50,5,25832,370608,227314,10,decrease
CUST00467,44,M,Metropolitan,335304,224404,285810,0.85,2,62,39,2,41830,496283,544522,16,stable
CUST00468,25,M,Urban,152482,80055,716773,4.7,4,65,37,4,56563,228931,316901,25,decrease
CUST00469,56,M,Metropolitan,459473,226572,2228531,4.85,2,31,16,0,99555,38134,430539,18,stable
CUST00470,49,M,Rural,191093,89959,751287,3.93,3,27,0,1,12497,425767,790734,11,stable
CUST00471,22,M,Rural,140639,48847,20389,0.14,4,26,8,3,3358,350679,511110,13,stable
CUST00472,39,M,Rural,110982,5698,328953,2.96,6,72,25,3,98239,392551,54041,18,decrease
CUST00473,20,M,Semi-Urban,77783,41988,218306,2.81,2,26,15,0,49422,476322,202971,25,stable
CUST00474,51,M,Semi-Urban,237334,18782,236371,1.0,4,86,3,0,26177,266909,161426,20,increase
CUST00475,45,M,Metropolitan,437739,71088,983667,2.25,6,84,60,0,45939,444709,114188,14,increase
CUST00476,35,M,Metropolitan,40901,23576,162580,3.97,1,4,5,0,95082,367727,590971,22,stable
CUST00477,23,M,Urban,166177,78484,774107,4.66,3,85,39,2,56561,141449,587880,7,stable
CUST00478,25,F,Rural,75204,20671,362500,4.82,2,52,54,4,20922,427244,514677,28,decrease
CUST00479,19,F,Rural,153040,30266,518895,3.39,2,64,39,3,2866,112669,802330,27,decrease
CUST00480,63,F,Urban,276150,165465,443258,1.61,5,53,27,1,94813,117192,182646,30,stable
CUST00481,41,M,Metropolitan,360783,94881,242934,0.67,4,88,11,0,54710,348711,757108,0,increase
CUST00482,20,M,Urban,301576,240830,1228265,4.07,6,41,20,0,43618,477164,990175,7,stable
CUST00483,31,M,Rural,64993,8848,78672,1.21,6,44,5,2,72045,237069,576510,7,stable
CUST00484,29,M,Rural,70333,52732,49420,0.7,1,30,52,2,9275,487429,678629,22,stable
CUST00485,39,F,Rural,27553,11268,70021,2.54,6,58,49,1,75139,236304,539656,13,stable
CUST00486,34,M,Metropolitan,406180,276863,1602091,3.94,3,62,42,3,27042,89424,192690,18,decrease
CUST00487,37,F,Semi-Urban,26019,9890,40863,1.57,2,47,43,4,22908,192656,398422,0,decrease
CUST00488,55,F,Metropolitan,183735,122019,371852,2.02,6,57,13,4,39791,160206,712461,3,stable
CUST00489,57,F,Semi-Urban,65530,46799,135899,2.07,6,3,44,1,91419,376671,782332,1,stable
CUST00490,45,F,Rural,116362,28807,176298,1.52,1,44,1,3,35186,430182,699129,15,stable
CUST00491,54,M,Urban,291373,75209,189073,0.65,2,68,52,4,16806,219707,251249,22,stable
CUST00492,25,M,Metropolitan,25589,1657,98300,3.84,6,3,28,5,41247,235113,947105,14,decrease
CUST00493,52,M,Metropolitan,412768,189651,1549317,3.75,3,62,2,1,3722,332586,367776,31,stable
CUST00494,21,M,Semi-Urban,29438,11088,41938,1.42,5,31,21,5,93474,433685,355280,19,decrease
CUST00495,39,M,Semi-Urban,153263,84726,254730,1.66,5,2,8,3,2123,352854,775197,32,stable
CUST00496,37,F,Urban,122752,80122,228584,1.86,1,22,9,2,16508,85166,744276,22,stable
CUST00497,49,M,Urban,204840,35739,559073,2.73,5,24,9,5,85481,91128,955645,29,stable
CUST00498,60,M,Urban,109352,25933,112138,1.03,5,20,21,4,27526,358902,488928,1,decrease
CUST00499,31,F,Urban,188296,45865,680913,3.62,6,74,15,0,55026,312849,202994,25,stable
CUST00500,30,M,Rural,52365,13675,201194,3.84,2,75,59,4,96131,195558,671237,1,decrease
CUST00501,45,M,Urban,394922,135758,32766,0.08,6,62,39,3,18443,409740,388621,16,stable
